DatTim	Inten	Press
10.12.2017 04:00	10495	987.7
10.12.2017 05:00	10503	987.5
10.12.2017 06:00	10534	987.7
10.12.2017 07:00	10535	987.7
10.12.2017 08:00	10547	987.3
10.12.2017 09:00	10609	986.8
10.12.2017 10:00	10663	986.2
10.12.2017 11:00	10622	985.8
10.12.2017 12:00	10723	985
10.12.2017 13:00	10723	984.8
10.12.2017 14:00	10768	984.4
10.12.2017 15:00	10789	984.1
10.12.2017 16:00	10804	983.8
10.12.2017 17:00	10779	983.5
10.12.2017 18:00	10831	983.1
10.12.2017 19:00	10862	982.8
10.12.2017 20:00	10828	982.7
10.12.2017 21:00	10852	982.4
10.12.2017 22:00	10897	982.3
10.12.2017 23:00	10907	982
11.12.2017 00:00	10943	981.8
11.12.2017 01:00	10986	981.7
11.12.2017 02:00	11033	981.4
11.12.2017 03:00	11021	981.2
11.12.2017 04:00	11031	981.2
11.12.2017 05:00	11027	981.4
11.12.2017 06:00	10982	981.8
11.12.2017 07:00	11033	981.9
11.12.2017 08:00	11035	981.8
11.12.2017 09:00	11029	981.6
11.12.2017 10:00	11064	981.5
11.12.2017 11:00	11042	981.7
11.12.2017 12:00	11081	981.8
11.12.2017 13:00	11023	981.8
11.12.2017 14:00	11009	982.2
11.12.2017 15:00	10947	982.3
11.12.2017 16:00	10917	982.7
11.12.2017 17:00	10849	983.5
11.12.2017 18:00	10747	984.5
11.12.2017 19:00	10686	985.6
11.12.2017 20:00	10557	986.7
11.12.2017 21:00	10515	987.3
11.12.2017 22:00	10545	987.4
11.12.2017 23:00	10476	987.7
12.12.2017 00:00	10369	988.7
12.12.2017 01:00	10372	989.2
12.12.2017 02:00	10368	989.2
12.12.2017 03:00	10299	989.7
12.12.2017 04:00	10304	990
12.12.2017 05:00	10306	990.4
12.12.2017 06:00	10284	990.4
12.12.2017 07:00	10259	990.7
12.12.2017 08:00	10263	990.8
12.12.2017 09:00	10352	990.4
12.12.2017 10:00	10362	990.2
12.12.2017 11:00	10385	989.8
12.12.2017 12:00	10388	989.8
12.12.2017 13:00	10405	989.3
12.12.2017 14:00	10376	988.8
12.12.2017 15:00	10412	988.8
12.12.2017 16:00	10404	988.5
12.12.2017 17:00	10467	987.9
12.12.2017 18:00	10572	987.4
12.12.2017 19:00	10539	986.9
12.12.2017 20:00	10549	986.8
12.12.2017 21:00	10578	986.4
12.12.2017 22:00	10488	986.5
12.12.2017 23:00	10542	985.9
13.12.2017 00:00	10590	985.8
13.12.2017 01:00	10565	985.6
13.12.2017 02:00	10572	985.4
13.12.2017 03:00	10615	985.4
13.12.2017 04:00	10579	985.3
13.12.2017 05:00	10609	985.7
13.12.2017 06:00	10612	985.9
13.12.2017 07:00	10583	986.2
13.12.2017 08:00	10546	986.7
13.12.2017 09:00	10586	986.6
13.12.2017 10:00	10541	986.6
13.12.2017 11:00	10510	987.1
13.12.2017 12:00	10480	987.7
13.12.2017 13:00	10471	988.2
13.12.2017 14:00	10383	988.6
13.12.2017 15:00	10379	989
13.12.2017 16:00	10332	989.3
13.12.2017 17:00	10277	989.7
13.12.2017 18:00	10287	989.9
13.12.2017 19:00	10259	990.2
13.12.2017 20:00	10281	990.3
13.12.2017 21:00	10248	990.1
13.12.2017 22:00	10282	990.1
13.12.2017 23:00	10220	990.1
14.12.2017 00:00	10273	990
14.12.2017 01:00	10305	989.7
14.12.2017 02:00	10371	989.3
14.12.2017 03:00	10405	989.3
14.12.2017 04:00	10453	988.9
14.12.2017 05:00	10496	988.4
14.12.2017 06:00	10557	988
14.12.2017 07:00	10552	987.6
14.12.2017 08:00	10607	987.1
14.12.2017 09:00	10661	986.5
14.12.2017 10:00	10688	985.7
14.12.2017 11:00	10724	985.4
14.12.2017 12:00	10778	984.6
14.12.2017 13:00	10769	984.4
14.12.2017 14:00	10729	984.3
14.12.2017 15:00	10788	984
14.12.2017 16:00	10794	983.5
14.12.2017 17:00	10786	983.1
14.12.2017 18:00	10936	982.7
14.12.2017 19:00	10901	982.2
14.12.2017 20:00	10881	982.3
14.12.2017 21:00	10881	982.4
14.12.2017 22:00	10905	982.1
14.12.2017 23:00	10955	982.1
15.12.2017 00:00	10899	982.1
15.12.2017 01:00	10894	982.3
15.12.2017 02:00	10903	982.8
15.12.2017 03:00	10846	983.3
15.12.2017 04:00	10858	983.3
15.12.2017 05:00	10848	983.8
15.12.2017 06:00	10809	984.4
15.12.2017 07:00	10758	985.3
15.12.2017 08:00	10679	986
15.12.2017 09:00	10709	986.4
15.12.2017 10:00	10594	987.1
15.12.2017 11:00	10540	987.8
15.12.2017 12:00	10497	988.4
15.12.2017 13:00	10454	989
15.12.2017 14:00	10465	989.5
15.12.2017 15:00	10404	989.6
15.12.2017 16:00	10335	989.9
15.12.2017 17:00	10322	990.3
15.12.2017 18:00	10275	990.3
15.12.2017 19:00	10306	990.1
15.12.2017 20:00	10359	989.9
15.12.2017 21:00	10319	990
15.12.2017 22:00	10332	989.5
15.12.2017 23:00	10405	989.1
16.12.2017 00:00	10471	988.5
16.12.2017 01:00	10556	987.7
16.12.2017 02:00	10545	987.3
16.12.2017 03:00	10549	987.3
16.12.2017 04:00	10585	987.1
16.12.2017 05:00	10604	986.9
16.12.2017 06:00	10592	986.9
16.12.2017 07:00	10611	987
16.12.2017 08:00	10601	986.9
16.12.2017 09:00	10621	986.6
16.12.2017 10:00	10759	986
16.12.2017 11:00	10693	985.8
16.12.2017 12:00	10695	985.5
16.12.2017 13:00	10839	984.8
16.12.2017 14:00	10724	984.6
16.12.2017 15:00	10822	984
16.12.2017 16:00	10922	982.7
16.12.2017 17:00	11034	981.5
16.12.2017 18:00	11058	980.8
16.12.2017 19:00	11147	980.1
16.12.2017 20:00	11161	979.7
16.12.2017 21:00	11159	979.4
16.12.2017 22:00	11167	979.5
16.12.2017 23:00	11144	979.6
17.12.2017 00:00	11158	979.7
17.12.2017 01:00	11214	979.7
17.12.2017 02:00	11112	979.6
17.12.2017 03:00	11182	979.7
17.12.2017 04:00	11119	980.1
17.12.2017 05:00	11037	980.9
17.12.2017 06:00	10956	982
17.12.2017 07:00	10869	983.8
17.12.2017 08:00	10756	985.2
17.12.2017 09:00	10679	986.7
17.12.2017 10:00	10609	987.7
17.12.2017 11:00	10541	988.6
17.12.2017 12:00	10419	989.6
17.12.2017 13:00	10312	990.6
17.12.2017 14:00	10254	991.5
17.12.2017 15:00	10163	992.4
17.12.2017 16:00	10094	993.2
17.12.2017 17:00	10021	994.1
17.12.2017 18:00	9958	994.9
17.12.2017 19:00	9909	995.7
17.12.2017 20:00	9861	996.6
17.12.2017 21:00	9799	997.3
17.12.2017 22:00	9770	997.8
17.12.2017 23:00	9702	998.2
18.12.2017 00:00	9711	998.5
18.12.2017 01:00	9652	998.8
18.12.2017 02:00	9676	999
18.12.2017 03:00	9651	999.4
18.12.2017 04:00	9657	999.5
18.12.2017 05:00	9671	999.6
18.12.2017 06:00	9669	1000
18.12.2017 07:00	9663	1000.1
18.12.2017 08:00	9672	1000
18.12.2017 09:00	9649	999.8
18.12.2017 10:00	9682	999.3
18.12.2017 11:00	9716	998.9
18.12.2017 12:00	9763	998.4
18.12.2017 13:00	9770	998.2
18.12.2017 14:00	9763	997.6
18.12.2017 15:00	9792	997
18.12.2017 16:00	9837	996.5
18.12.2017 17:00	9859	996
18.12.2017 18:00	9897	995.4
18.12.2017 19:00	9989	994.8
18.12.2017 20:00	9997	994.2
18.12.2017 21:00	10004	994.1
18.12.2017 22:00	10059	993.6
18.12.2017 23:00	10065	993.2
19.12.2017 00:00	10021	992.9
19.12.2017 01:00	10081	992.6
19.12.2017 02:00	10088	992.6
19.12.2017 03:00	10086	992.6
19.12.2017 04:00	10095	992.8
19.12.2017 05:00	10036	993
19.12.2017 06:00	10099	993.4
19.12.2017 07:00	10038	994
19.12.2017 08:00	9986	994.5
19.12.2017 09:00	9949	994.5
19.12.2017 10:00	9989	994.6
19.12.2017 11:00	9978	994.5
19.12.2017 12:00	9955	994.9
19.12.2017 13:00	9917	995.3
19.12.2017 14:00	9909	995.8
19.12.2017 15:00	9875	996.3
19.12.2017 16:00	9816	997
19.12.2017 17:00	9796	997.4
19.12.2017 18:00	9710	997.7
19.12.2017 19:00	9693	998.3
19.12.2017 20:00	9695	999
19.12.2017 21:00	9619	999.5
19.12.2017 22:00	9621	999.8
19.12.2017 23:00	9577	1000.3
20.12.2017 00:00	9561	1000.5
20.12.2017 01:00	9562	1000.9
20.12.2017 02:00	9502	1001.4
20.12.2017 03:00	9470	1002.2
20.12.2017 04:00	9497	1002.9
20.12.2017 05:00	9421	1003.6
20.12.2017 06:00	9314	1004.6
20.12.2017 07:00	9277	1005.3
20.12.2017 08:00	9294	1005.6
20.12.2017 09:00	9302	1005.6
20.12.2017 10:00	9292	1005.5
20.12.2017 11:00	9252	1005.9
20.12.2017 12:00	9293	1006.2
20.12.2017 13:00	9261	1006.4
20.12.2017 14:00	9212	1006.8
20.12.2017 15:00	9224	1007.1
20.12.2017 16:00	9139	1007.1
20.12.2017 17:00	9133	1007.3
20.12.2017 18:00	9119	1007.5
20.12.2017 19:00	9100	1007.6
20.12.2017 20:00	9117	1007.9
20.12.2017 21:00	9050	1007.8
20.12.2017 22:00	9125	1007.5
20.12.2017 23:00	9138	1007.3
21.12.2017 00:00	9147	1007
21.12.2017 01:00	9163	1006.6
21.12.2017 02:00	9207	1006.4
21.12.2017 03:00	9210	1006.2
21.12.2017 04:00	9268	1005.8
21.12.2017 05:00	9242	1005.7
21.12.2017 06:00	9314	1005.4
21.12.2017 07:00	9334	1005.2
21.12.2017 08:00	9347	1004.7
21.12.2017 09:00	9406	1003.9
21.12.2017 10:00	9470	1003.1
21.12.2017 11:00	9495	1002.3
21.12.2017 12:00	9538	1001.6
21.12.2017 13:00	9611	1001.1
21.12.2017 14:00	9605	1000.8
21.12.2017 15:00	9664	1000.3
21.12.2017 16:00	9693	999.8
21.12.2017 17:00	9782	999.1
21.12.2017 18:00	9770	998.3
21.12.2017 19:00	9815	997.8
21.12.2017 20:00	9867	997.6
21.12.2017 21:00	9831	997.1
21.12.2017 22:00	9905	996.4
21.12.2017 23:00	9935	995.9
22.12.2017 00:00	10017	995.5
22.12.2017 01:00	10075	995.1
22.12.2017 02:00	10067	994.6
22.12.2017 03:00	10143	994.2
22.12.2017 04:00	10110	994.2
22.12.2017 05:00	10156	993.9
22.12.2017 06:00	10194	993.5
22.12.2017 07:00	10237	993.4
22.12.2017 08:00	10284	993.1
22.12.2017 09:00	10268	992.6
22.12.2017 10:00	10286	992.4
22.12.2017 11:00	10348	991.9
22.12.2017 12:00	10365	991.4
22.12.2017 13:00	10376	991.1
22.12.2017 14:00	10411	990.9
22.12.2017 15:00	10404	990.7
22.12.2017 16:00	10420	990.4
22.12.2017 17:00	10436	989.9
22.12.2017 18:00	10461	989.5
22.12.2017 19:00	10494	989.2
22.12.2017 20:00	10588	988.7
22.12.2017 21:00	10569	988.4
22.12.2017 22:00	10601	987.9
22.12.2017 23:00	10636	987.6
23.12.2017 00:00	10679	987.2
23.12.2017 01:00	10721	986.7
23.12.2017 02:00	10758	986.3
23.12.2017 03:00	10807	986.1
23.12.2017 04:00	10773	985.9
23.12.2017 05:00	10856	986
23.12.2017 06:00	10812	986
23.12.2017 07:00	10834	986.1
23.12.2017 08:00	10850	986.1
23.12.2017 09:00	10864	985.7
23.12.2017 10:00	10925	985.1
23.12.2017 11:00	10947	984.6
23.12.2017 12:00	10979	984.1
23.12.2017 13:00	10973	983.5
23.12.2017 14:00	11019	983
23.12.2017 15:00	11032	982.6
23.12.2017 16:00	11149	981.9
23.12.2017 17:00	11167	981
23.12.2017 18:00	11225	979.9
23.12.2017 19:00	11334	978.5
23.12.2017 20:00	11482	977
23.12.2017 21:00	11681	975
23.12.2017 22:00	11812	973.1
23.12.2017 23:00	11988	971.1
24.12.2017 00:00	12152	968.9
24.12.2017 01:00	12371	966.7
24.12.2017 02:00	12523	964.7
24.12.2017 03:00	12676	963
24.12.2017 04:00	12829	961.4
24.12.2017 05:00	13008	960.3
24.12.2017 06:00	13028	959.6
24.12.2017 07:00	13177	959.1
24.12.2017 08:00	13208	958.7
24.12.2017 09:00	13228	958.2
24.12.2017 10:00	13263	957.9
24.12.2017 11:00	13341	957.8
24.12.2017 12:00	13284	958.4
24.12.2017 13:00	13123	959.4
24.12.2017 14:00	12970	960.6
24.12.2017 15:00	12895	961.5
24.12.2017 16:00	12824	962.1
24.12.2017 17:00	12783	962.5
24.12.2017 18:00	12727	963
24.12.2017 19:00	12630	963.7
24.12.2017 20:00	12623	964.2
24.12.2017 21:00	12538	964.6
24.12.2017 22:00	12472	965.1
24.12.2017 23:00	12468	965.6
25.12.2017 00:00	12373	966.3
25.12.2017 01:00	12327	967
25.12.2017 02:00	12230	967.6
25.12.2017 03:00	12204	968.2
25.12.2017 04:00	12154	969
25.12.2017 05:00	11998	969.9
25.12.2017 06:00	11958	970.8
25.12.2017 07:00	11889	971.8
25.12.2017 08:00	11845	972.9
25.12.2017 09:00	11825	973.7
25.12.2017 10:00	11715	974.5
25.12.2017 11:00	11609	975.6
25.12.2017 12:00	11492	976.8
25.12.2017 13:00	11383	978.1
25.12.2017 14:00	11245	979.5
25.12.2017 15:00	11159	980.7
25.12.2017 16:00	11049	982
25.12.2017 17:00	10947	983.1
25.12.2017 18:00	10878	984
25.12.2017 19:00	10759	984.9
25.12.2017 20:00	10742	985.6
25.12.2017 21:00	10685	986.4
25.12.2017 22:00	10705	986.7
25.12.2017 23:00	10635	986.8
26.12.2017 00:00	10723	986.4
26.12.2017 01:00	10750	985.8
26.12.2017 02:00	10790	984.9
26.12.2017 03:00	10848	983.9
26.12.2017 04:00	10963	982.3
26.12.2017 05:00	11107	980.6
26.12.2017 06:00	11205	979.4
26.12.2017 07:00	11264	978.8
26.12.2017 08:00	11261	978.5
26.12.2017 09:00	11280	978.3
26.12.2017 10:00	11251	978.5
26.12.2017 11:00	11199	979
26.12.2017 12:00	11195	979.4
26.12.2017 13:00	11145	979.7
26.12.2017 14:00	11093	980.3
26.12.2017 15:00	11013	980.7
26.12.2017 16:00	11012	980.9
26.12.2017 17:00	11068	981.2
26.12.2017 18:00	11003	981.4
26.12.2017 19:00	10970	981.7
26.12.2017 20:00	10965	981.8
26.12.2017 21:00	10936	982.1
26.12.2017 22:00	10936	982.1
26.12.2017 23:00	10952	982
27.12.2017 00:00	10997	981.7
27.12.2017 01:00	11008	981.4
27.12.2017 02:00	11096	981.2
27.12.2017 03:00	11128	981
27.12.2017 04:00	11085	980.6
27.12.2017 05:00	11153	980.2
27.12.2017 06:00	11129	980.2
27.12.2017 07:00	11139	980.3
27.12.2017 08:00	11137	980.1
27.12.2017 09:00	11127	980.1
27.12.2017 10:00	11135	980.3
27.12.2017 11:00	11105	980.4
27.12.2017 12:00	11083	980.8
27.12.2017 13:00	11044	981.2
27.12.2017 14:00	10982	981.5
27.12.2017 15:00	10960	981.7
27.12.2017 16:00	10981	981.8
27.12.2017 17:00	10930	982.1
27.12.2017 18:00	10875	982.5
27.12.2017 19:00	10826	982.8
27.12.2017 20:00	10748	983.2
27.12.2017 21:00	10758	983.5
27.12.2017 22:00	10748	983.7
27.12.2017 23:00	10702	984.2
28.12.2017 00:00	10723	984.3
28.12.2017 01:00	10687	984.7
28.12.2017 02:00	10664	985.3
28.12.2017 03:00	10603	985.7
28.12.2017 04:00	10566	985.9
28.12.2017 05:00	10537	986.5
28.12.2017 06:00	10476	987.1
28.12.2017 07:00	10464	987.7
28.12.2017 08:00	10483	988
28.12.2017 09:00	10421	988.4
28.12.2017 10:00	10410	988.8
28.12.2017 11:00	10375	989.1
28.12.2017 12:00	10381	989.5
28.12.2017 13:00	10331	990
28.12.2017 14:00	10213	990.5
28.12.2017 15:00	10182	990.8
28.12.2017 16:00	10153	991.2
28.12.2017 17:00	10164	991.5
28.12.2017 18:00	10154	991.8
28.12.2017 19:00	10091	992.2
28.12.2017 20:00	10101	992.5
28.12.2017 21:00	10010	993
28.12.2017 22:00	9969	993.4
28.12.2017 23:00	9945	993.6
29.12.2017 00:00	9965	993.8
29.12.2017 01:00	10006	993.4
29.12.2017 02:00	10028	993.5
29.12.2017 03:00	9971	993.7
29.12.2017 04:00	10023	993.5
29.12.2017 05:00	10026	994.1
29.12.2017 06:00	9974	994.3
29.12.2017 07:00	9998	994.4
29.12.2017 08:00	9990	994.4
29.12.2017 09:00	10020	994.2
29.12.2017 10:00	9954	994.3
29.12.2017 11:00	10020	994.3
29.12.2017 12:00	9949	994.4
29.12.2017 13:00	9935	994.5
29.12.2017 14:00	9922	994.5
29.12.2017 15:00	9900	994.5
29.12.2017 16:00	9955	994.4
29.12.2017 17:00	9970	994.4
29.12.2017 18:00	9909	994.3
29.12.2017 19:00	9978	994.4
29.12.2017 20:00	9954	994.3
29.12.2017 21:00	10013	993.9
29.12.2017 22:00	10031	993.6
29.12.2017 23:00	9968	993.5
30.12.2017 00:00	10010	993.1
30.12.2017 01:00	10043	993
30.12.2017 02:00	10000	993
30.12.2017 03:00	10040	992.8
30.12.2017 04:00	10006	992.7
30.12.2017 05:00	10152	992.6
30.12.2017 06:00	10114	992.5
30.12.2017 07:00	10119	992.4
30.12.2017 08:00	10122	992.2
30.12.2017 09:00	10161	991.8
30.12.2017 10:00	10198	991.3
30.12.2017 11:00	10224	991
30.12.2017 12:00	10266	990.4
30.12.2017 13:00	10266	990.3
30.12.2017 14:00	10275	990.1
30.12.2017 15:00	10337	990.1
30.12.2017 16:00	10305	989.8
30.12.2017 17:00	10331	989.5
30.12.2017 18:00	10352	989.3
30.12.2017 19:00	10352	989.3
30.12.2017 20:00	10346	989.1
30.12.2017 21:00	10366	988.8
30.12.2017 22:00	10334	988.8
30.12.2017 23:00	10392	988.7
31.12.2017 00:00	10379	988.8
31.12.2017 01:00	10403	988.6
31.12.2017 02:00	10419	988.5
31.12.2017 03:00	10387	988.6
31.12.2017 04:00	10423	988.5
31.12.2017 05:00	10466	988.4
31.12.2017 06:00	10406	988.7
31.12.2017 07:00	10384	988.8
31.12.2017 08:00	10417	988.8
31.12.2017 09:00	10411	988.8
31.12.2017 10:00	10406	988.8
31.12.2017 11:00	10451	988.7
31.12.2017 12:00	10365	989
31.12.2017 13:00	10363	989.2
31.12.2017 14:00	10269	989.7
31.12.2017 15:00	10301	989.5
31.12.2017 16:00	10350	989.6
31.12.2017 17:00	10276	989.8
31.12.2017 18:00	10309	990
31.12.2017 19:00	10288	990
31.12.2017 20:00	10249	990.2
31.12.2017 21:00	10239	990.4
31.12.2017 22:00	10296	990.3
31.12.2017 23:00	10220	990.6
