DatTim	Press	NevCT3
09.10.2017 03:00	990.27	1382.6
09.10.2017 04:00	989.553	1385.93
09.10.2017 05:00	989.069	1390.1
09.10.2017 06:00	988.573	1394.75
09.10.2017 07:00	987.903	1398.89
09.10.2017 08:00	987.313	1402.8
09.10.2017 09:00	986.382	1406.17
09.10.2017 10:00	985.769	1410.31
09.10.2017 11:00	985.377	1411.54
09.10.2017 12:00	985.274	1410.61
09.10.2017 13:00	985.179	1408.94
09.10.2017 14:00	985.703	1405.6
09.10.2017 15:00	985.945	1404.46
09.10.2017 16:00	986.078	1403.74
09.10.2017 17:00	986.102	1400.99
09.10.2017 18:00	986.327	1399.9
09.10.2017 19:00	986.306	1400.42
09.10.2017 20:00	986.462	1399.79
09.10.2017 21:00	986.431	1397.42
09.10.2017 22:00	986.624	1395.95
09.10.2017 23:00	987.167	1394.85
10.10.2017 00:00	987.956	1393.7
10.10.2017 01:00	988.439	1392.23
10.10.2017 02:00	988.779	1390.8
10.10.2017 03:00	989.438	1391.1
10.10.2017 04:00	990.18	1390.69
10.10.2017 05:00	990.744	1388.46
10.10.2017 06:00	991.139	1388.96
10.10.2017 07:00	991.551	1389.01
10.10.2017 08:00	991.795	1388.8
10.10.2017 09:00	991.882	1388.68
10.10.2017 10:00	991.864	1388.06
10.10.2017 11:00	992.026	1386.46
10.10.2017 12:00	992.053	1384.15
10.10.2017 13:00	992.144	1382.05
10.10.2017 14:00	992.306	1382.96
10.10.2017 15:00	992.352	1380.22
10.10.2017 16:00	992.344	1377.3
10.10.2017 17:00	992.461	1378.29
10.10.2017 18:00	992.565	1376.66
10.10.2017 19:00	992.578	1377.54
10.10.2017 20:00	992.473	1377.02
10.10.2017 21:00	992.391	1375.84
10.10.2017 22:00	992.435	1374.37
10.10.2017 23:00	992.385	1373.3
11.10.2017 00:00	992.431	1373.74
11.10.2017 01:00	992.387	1373.38
11.10.2017 02:00	992.343	1374.76
11.10.2017 03:00	992.308	1375.23
11.10.2017 04:00	992.351	1375.08
11.10.2017 05:00	992.459	1375.39
11.10.2017 06:00	992.549	1374.39
11.10.2017 07:00	992.639	1374.03
11.10.2017 08:00	992.722	1376.43
11.10.2017 09:00	992.838	1376.64
11.10.2017 10:00	992.838	1377.35
11.10.2017 11:00	992.85	1376.21
11.10.2017 12:00	992.713	1374.92
11.10.2017 13:00	992.656	1373.19
11.10.2017 14:00	992.802	1371.7
11.10.2017 15:00	992.959	1370.55
11.10.2017 16:00	992.961	1368.44
11.10.2017 17:00	992.816	1369.02
11.10.2017 18:00	992.458	1368.93
11.10.2017 19:00	992.03	1370.35
11.10.2017 20:00	991.696	1371.84
11.10.2017 21:00	991.266	1372.28
11.10.2017 22:00	990.751	1371.93
11.10.2017 23:00	989.991	1376.3
12.10.2017 00:00	989.164	1377.51
12.10.2017 01:00	988.59	1381.79
12.10.2017 02:00	988.057	1383.67
12.10.2017 03:00	987.607	1386.7
12.10.2017 04:00	987.32	1387.66
12.10.2017 05:00	987.244	1389.14
12.10.2017 06:00	987.29	1389.68
12.10.2017 07:00	987.426	1388.83
12.10.2017 08:00	987.678	1389.18
12.10.2017 09:00	987.864	1387.75
12.10.2017 10:00	988.125	1387.21
12.10.2017 11:00	988.561	1386.02
12.10.2017 12:00	988.85	1383.63
12.10.2017 13:00	989.121	1383.14
12.10.2017 14:00	989.346	1381.08
12.10.2017 15:00	989.509	1382.25
12.10.2017 16:00	989.452	1381.8
12.10.2017 17:00	989.319	1382.58
12.10.2017 18:00	989.1	1383.35
12.10.2017 19:00	988.647	1384.51
12.10.2017 20:00	988.123	1387.57
12.10.2017 21:00	987.496	1387.27
12.10.2017 22:00	986.823	1390.33
12.10.2017 23:00	985.981	1392.8
13.10.2017 00:00	985.323	1395.67
13.10.2017 01:00	984.658	1395.85
13.10.2017 02:00	984.158	1396.73
13.10.2017 03:00	983.477	1399.5
13.10.2017 04:00	983.12	1402
13.10.2017 05:00	982.816	1403.3
13.10.2017 06:00	982.336	1405.62
13.10.2017 07:00	981.895	1405.27
13.10.2017 08:00	981.452	1404.63
13.10.2017 09:00	981.002	1405.57
13.10.2017 10:00	980.901	1406.77
13.10.2017 11:00	981.108	1407.35
13.10.2017 12:00	981.34	1404.91
13.10.2017 13:00	981.687	1403.58
13.10.2017 14:00	981.841	1400.95
13.10.2017 15:00	981.902	1401.54
13.10.2017 16:00	981.795	1400.28
13.10.2017 17:00	981.817	1400.5
13.10.2017 18:00	981.671	1401.2
13.10.2017 19:00	981.537	1401.57
13.10.2017 20:00	981.288	1399.58
13.10.2017 21:00	980.898	1399.87
13.10.2017 22:00	980.501	1401.16
13.10.2017 23:00	980.125	1402.86
14.10.2017 00:00	979.848	1405.77
14.10.2017 01:00	979.803	1406.9
14.10.2017 02:00	979.844	1406.23
14.10.2017 03:00	979.813	1405.04
14.10.2017 04:00	979.945	1406.01
14.10.2017 05:00	980.202	1404.84
14.10.2017 06:00	980.647	1404.08
14.10.2017 07:00	981.265	1402.5
14.10.2017 08:00	982.258	1403.07
14.10.2017 09:00	982.939	1402.24
14.10.2017 10:00	983.573	1399.41
14.10.2017 11:00	984.281	1399.07
14.10.2017 12:00	984.938	1394.31
14.10.2017 13:00	985.447	1392.98
14.10.2017 14:00	986.016	1389.27
14.10.2017 15:00	986.592	1387.56
14.10.2017 16:00	986.936	1386.28
14.10.2017 17:00	986.94	1387.48
14.10.2017 18:00	986.962	1387.21
14.10.2017 19:00	986.992	1385.62
14.10.2017 20:00	986.903	1385.27
14.10.2017 21:00	986.837	1384.94
14.10.2017 22:00	986.961	1385.21
14.10.2017 23:00	986.715	1386.69
15.10.2017 00:00	986.166	1389.49
15.10.2017 01:00	986.173	1389.98
15.10.2017 02:00	985.378	1391.77
15.10.2017 03:00	984.718	1393.49
15.10.2017 04:00	983.786	1396.31
15.10.2017 05:00	982.973	1398.91
15.10.2017 06:00	982.11	1402.95
15.10.2017 07:00	981.377	1406.34
15.10.2017 08:00	980.625	1409.97
15.10.2017 09:00	979.681	1414.25
15.10.2017 10:00	979.093	1414.22
15.10.2017 11:00	979.22	1413.49
15.10.2017 12:00	979.881	1409.48
15.10.2017 13:00	981.203	1406.53
15.10.2017 14:00	982.51	1401.9
15.10.2017 15:00	983.527	1397.63
15.10.2017 16:00	984.21	1396.73
15.10.2017 17:00	984.735	1395
15.10.2017 18:00	985.349	1393.74
15.10.2017 19:00	985.876	1392.44
15.10.2017 20:00	986.554	1390.28
15.10.2017 21:00	987.262	1386.94
15.10.2017 22:00	987.846	1383.93
15.10.2017 23:00	988.367	1382.93
16.10.2017 00:00	988.898	1384.53
16.10.2017 01:00	989.553	1383.81
16.10.2017 02:00	990.151	1382.88
16.10.2017 03:00	990.636	1383.5
16.10.2017 04:00	991.271	1383.04
16.10.2017 05:00	991.729	1381.4
16.10.2017 06:00	991.922	1381.24
16.10.2017 07:00	992.452	1379.94
16.10.2017 08:00	993.118	1378.86
16.10.2017 09:00	993.703	1379.19
16.10.2017 10:00	994.164	1377.68
16.10.2017 11:00	994.403	1376.62
16.10.2017 12:00	994.447	1376.68
16.10.2017 13:00	994.364	1378.28
16.10.2017 14:00	994.417	1375.93
16.10.2017 15:00	994.343	1376.04
16.10.2017 16:00	994.306	1376.54
16.10.2017 17:00	993.784	1377.61
16.10.2017 18:00	993.418	1378.6
16.10.2017 19:00	992.929	1380.24
16.10.2017 20:00	992.318	1380.71
16.10.2017 21:00	991.6	1382.87
16.10.2017 22:00	990.858	1384.8
16.10.2017 23:00	989.715	1386.32
17.10.2017 00:00	989.326	1389.21
17.10.2017 01:00	988.711	1389.92
17.10.2017 02:00	988.551	1391.41
17.10.2017 03:00	988.71	1394.67
17.10.2017 04:00	988.95	1393
17.10.2017 05:00	989.414	1392.67
17.10.2017 06:00	990.037	1390.76
17.10.2017 07:00	990.544	1391.25
17.10.2017 08:00	991.433	1389.81
17.10.2017 09:00	992.118	1388.34
17.10.2017 10:00	992.53	1386.67
17.10.2017 11:00	993.051	1387.15
17.10.2017 12:00	993.677	1384.56
17.10.2017 13:00	994.062	1384.4
17.10.2017 14:00	994.36	1384.09
17.10.2017 15:00	994.487	1382.92
17.10.2017 16:00	994.39	1381.75
17.10.2017 17:00	994.26	1382.49
17.10.2017 18:00	994.318	1381.64
17.10.2017 19:00	993.837	1384.14
17.10.2017 20:00	993.404	1385.63
17.10.2017 21:00	992.632	1385.56
17.10.2017 22:00	991.292	1389.6
17.10.2017 23:00	989.531	1392.19
18.10.2017 00:00	988.122	1395.46
18.10.2017 01:00	988.049	1396.24
18.10.2017 02:00	987.706	1397.35
18.10.2017 03:00	987.288	1398.85
18.10.2017 04:00	987.073	1399.28
18.10.2017 05:00	986.643	1404.17
18.10.2017 06:00	986.245	1404.45
18.10.2017 07:00	985.632	1407.71
18.10.2017 08:00	985.307	1406.69
18.10.2017 09:00	984.265	1410.88
18.10.2017 10:00	983.693	1411.99
18.10.2017 11:00	983.546	1412.11
18.10.2017 12:00	983.482	1411.39
18.10.2017 13:00	983.57	1411.44
18.10.2017 14:00	984.23	1408.43
18.10.2017 15:00	984.891	1406.29
18.10.2017 16:00	985.071	1404.47
18.10.2017 17:00	984.974	1403.52
18.10.2017 18:00	984.989	1404.34
18.10.2017 19:00	984.971	1405.37
18.10.2017 20:00	985.054	1405.93
18.10.2017 21:00	985.953	1403.76
18.10.2017 22:00	986.92	1402.07
18.10.2017 23:00	988.047	1398.79
19.10.2017 00:00	989.166	1394.99
19.10.2017 01:00	989.99	1393.58
19.10.2017 02:00	990.606	1391.14
19.10.2017 03:00	990.994	1391.02
19.10.2017 04:00	991.551	1390.38
19.10.2017 05:00	992.111	1388.28
19.10.2017 06:00	992.674	1386.15
19.10.2017 07:00	992.791	1384.79
19.10.2017 08:00	993.093	1382.4
19.10.2017 09:00	993.694	1380.66
19.10.2017 10:00	994.319	1375.91
19.10.2017 11:00	994.851	1373.4
19.10.2017 12:00	995.144	1372.8
19.10.2017 13:00	995.27	1372.81
19.10.2017 14:00	995.604	1371.67
19.10.2017 15:00	995.894	1369.58
19.10.2017 16:00	996.087	1368.69
19.10.2017 17:00	996.284	1368.55
19.10.2017 18:00	996.793	1366.65
19.10.2017 19:00	997.123	1366.63
19.10.2017 20:00	997.369	1366.45
19.10.2017 21:00	997.543	1364.63
19.10.2017 22:00	997.757	1361.74
19.10.2017 23:00	997.899	1362.67
20.10.2017 00:00	998.185	1361.15
20.10.2017 01:00	998.492	1361.39
20.10.2017 02:00	998.822	1361.28
20.10.2017 03:00	999.034	1362.41
20.10.2017 04:00	999.316	1359.73
20.10.2017 05:00	999.726	1359.31
20.10.2017 06:00	1000.15	1356.01
20.10.2017 07:00	1000.54	1353.69
20.10.2017 08:00	1000.76	1352.7
20.10.2017 09:00	1000.66	1355.54
20.10.2017 10:00	1000.57	1356.02
20.10.2017 11:00	1000.46	1355.47
20.10.2017 12:00	1000.34	1357.75
20.10.2017 13:00	1000.27	1358.28
20.10.2017 14:00	1000.34	1359.43
20.10.2017 15:00	1000.39	1360.75
20.10.2017 16:00	1000.13	1361.25
20.10.2017 17:00	1000.21	1362.19
20.10.2017 18:00	1000.15	1360.74
20.10.2017 19:00	1000.12	1360.41
20.10.2017 20:00	1000.01	1358.63
20.10.2017 21:00	999.867	1358.97
20.10.2017 22:00	999.734	1359.43
20.10.2017 23:00	999.436	1361.7
21.10.2017 00:00	999.283	1359.63
21.10.2017 01:00	999.169	1359.73
21.10.2017 02:00	999.046	1360.17
21.10.2017 03:00	998.992	1358.67
21.10.2017 04:00	998.916	1359.12
21.10.2017 05:00	998.942	1355.75
21.10.2017 06:00	999.084	1354.99
21.10.2017 07:00	999.167	1354.29
21.10.2017 08:00	999.158	1357.85
21.10.2017 09:00	998.982	1361.23
21.10.2017 10:00	998.656	1363.01
21.10.2017 11:00	998.347	1365.33
21.10.2017 12:00	998.095	1365.99
21.10.2017 13:00	998.003	1363.6
21.10.2017 14:00	998.215	1363.8
21.10.2017 15:00	998.459	1361.95
21.10.2017 16:00	998.561	1361.2
21.10.2017 17:00	998.571	1361.46
21.10.2017 18:00	998.546	1360.42
21.10.2017 19:00	998.539	1358.73
21.10.2017 20:00	998.507	1359.52
21.10.2017 21:00	998.44	1359.04
21.10.2017 22:00	998.372	1357.07
21.10.2017 23:00	998.334	1356.99
22.10.2017 00:00	998.31	1358.36
22.10.2017 01:00	998.349	1359.17
22.10.2017 02:00	998.418	1357.5
22.10.2017 03:00	998.377	1357.86
22.10.2017 04:00	998.379	1360.62
22.10.2017 05:00	998.497	1360.72
22.10.2017 06:00	998.578	1359.14
22.10.2017 07:00	998.745	1360.43
22.10.2017 08:00	998.601	1359.68
22.10.2017 09:00	998.27	1359.49
22.10.2017 10:00	998.072	1362.01
22.10.2017 11:00	997.688	1364.34
22.10.2017 12:00	997.412	1364.96
22.10.2017 13:00	997.237	1365.25
22.10.2017 14:00	997.187	1365.35
22.10.2017 15:00	997.088	1363.29
22.10.2017 16:00	996.999	1364.75
22.10.2017 17:00	996.756	1363.48
22.10.2017 18:00	996.663	1362.99
22.10.2017 19:00	996.55	1362.17
22.10.2017 20:00	996.432	1363.45
22.10.2017 21:00	996.342	1364.29
22.10.2017 22:00	996.301	1363.96
22.10.2017 23:00	996.123	1364.17
23.10.2017 00:00	995.959	1363.89
23.10.2017 01:00	995.979	1363.54
23.10.2017 02:00	996.145	1362.46
23.10.2017 03:00	996.397	1362.95
23.10.2017 04:00	996.732	1362.96
23.10.2017 05:00	997.202	1361.51
23.10.2017 06:00	997.736	1360.58
23.10.2017 07:00	998.236	1356.48
23.10.2017 08:00	998.86	1355.04
23.10.2017 09:00	999.634	1353.93
23.10.2017 10:00	1000.27	1352.22
23.10.2017 11:00	1000.88	1350.11
23.10.2017 12:00	1001.49	1349.02
23.10.2017 13:00	1001.86	1350.78
23.10.2017 14:00	1002.42	1350.12
23.10.2017 15:00	1003.2	1345.01
23.10.2017 16:00	1003.71	1343.44
23.10.2017 17:00	1004.02	1344
23.10.2017 18:00	1004.38	1343.19
23.10.2017 19:00	1004.98	1341.12
23.10.2017 20:00	1005.58	1338.47
23.10.2017 21:00	1006.15	1336.19
23.10.2017 22:00	1006.75	1335.89
23.10.2017 23:00	1007.34	1334.84
24.10.2017 00:00	1007.75	1333.12
24.10.2017 01:00	1008.14	1333.55
24.10.2017 02:00	1008.6	1333.32
24.10.2017 03:00	1009.02	1335.75
24.10.2017 04:00	1009.53	1336.22
24.10.2017 05:00	1010.21	1335.11
24.10.2017 06:00	1010.76	1331.81
24.10.2017 07:00	1011.12	1329.79
24.10.2017 08:00	1011.36	1326.91
24.10.2017 09:00	1011.37	1325.55
24.10.2017 10:00	1011.46	1323.24
24.10.2017 11:00	1011.59	1325.12
24.10.2017 12:00	1011.57	1325.68
24.10.2017 13:00	1011.72	1322.88
24.10.2017 14:00	1011.87	1322.23
24.10.2017 15:00	1012.22	1321.75
24.10.2017 16:00	1012.55	1321.92
24.10.2017 17:00	1012.63	1321.21
24.10.2017 18:00	1012.82	1321.76
24.10.2017 19:00	1013.12	1321.01
24.10.2017 20:00	1013.07	1322.16
24.10.2017 21:00	1012.94	1321.36
24.10.2017 22:00	1012.93	1322.53
24.10.2017 23:00	1012.96	1322.75
25.10.2017 00:00	1012.84	1323.48
25.10.2017 01:00	1012.78	1320.42
25.10.2017 02:00	1012.79	1320.95
25.10.2017 03:00	1012.89	1321.32
25.10.2017 04:00	1013.05	1320.9
25.10.2017 05:00	1013.03	1321.08
25.10.2017 06:00	1012.89	1319.89
25.10.2017 07:00	1012.85	1320.1
25.10.2017 08:00	1012.85	1319.54
25.10.2017 09:00	1012.74	1319.99
25.10.2017 10:00	1012.46	1320.56
25.10.2017 11:00	1012.09	1321.02
25.10.2017 12:00	1011.72	1320.21
25.10.2017 13:00	1011.45	1323.09
25.10.2017 14:00	1011.06	1323.75
25.10.2017 15:00	1010.73	1323.64
25.10.2017 16:00	1010.46	1325.47
25.10.2017 17:00	1010.17	1326.22
25.10.2017 18:00	1009.8	1328.49
25.10.2017 19:00	1009.37	1330.3
25.10.2017 20:00	1008.61	1332.97
25.10.2017 21:00	1007.79	1334.91
25.10.2017 22:00	1007.53	1337.11
25.10.2017 23:00	1007.11	1338.92
26.10.2017 00:00	1006.23	1343.01
26.10.2017 01:00	1005.42	1346.07
26.10.2017 02:00	1004.66	1347.64
26.10.2017 03:00	1003.71	1349.66
26.10.2017 04:00	1003.19	1351.55
26.10.2017 05:00	1002.57	1353.71
26.10.2017 06:00	1001.53	1355.81
26.10.2017 07:00	1000.45	1357.85
26.10.2017 08:00	999.795	1358.25
26.10.2017 09:00	999.132	1361.46
26.10.2017 10:00	998.162	1362.33
26.10.2017 11:00	997.064	1366
26.10.2017 12:00	996.202	1368.37
26.10.2017 13:00	995.426	1372.43
26.10.2017 14:00	994.547	1375.01
26.10.2017 15:00	993.697	1377.89
26.10.2017 16:00	992.815	1380.38
26.10.2017 17:00	991.974	1382.88
26.10.2017 18:00	991.14	1385.59
26.10.2017 19:00	990.32	1388.47
26.10.2017 20:00	989.604	1390.63
26.10.2017 21:00	988.985	1391.67
26.10.2017 22:00	988.54	1395.21
26.10.2017 23:00	988.015	1397.5
27.10.2017 00:00	987.473	1396.59
27.10.2017 01:00	986.965	1396.94
27.10.2017 02:00	986.626	1399.96
27.10.2017 03:00	986.211	1399.08
27.10.2017 04:00	985.934	1398.3
27.10.2017 05:00	985.866	1398.38
27.10.2017 06:00	985.808	1396.88
27.10.2017 07:00	985.895	1396.25
27.10.2017 08:00	985.906	1395.9
27.10.2017 09:00	985.833	1396.58
27.10.2017 10:00	985.828	1394.81
27.10.2017 11:00	985.921	1394.18
27.10.2017 12:00	986.128	1393.34
27.10.2017 13:00	986.255	1394.63
27.10.2017 14:00	986.35	1394.08
27.10.2017 15:00	986.544	1395.55
27.10.2017 16:00	986.628	1396.64
27.10.2017 17:00	986.524	1399.05
